,설치년도,시도,군구,주소,충전소명,시설구분(대),시설구분(소),기종(대),기종(소),운영기관(대),운영기관(소),급속충전량,충전기타입,이용자제한,충전기ID,충전소ID,위도,경도
241,2022,전라남도,나주시,전라남도 나주시 산포면 세남로 1328-31,나주시 국립나주병원,근린생활시설,병원,완속,AC완속,타기관,차지비,,AC완속,이용가능,2,PI610240,35.009508396,126.82559883
242,2022,전라남도,나주시,전라남도 나주시 예향로 4201,나주시 나주소방서,공공시설,지자체시설,완속,AC완속,타기관,차지비,,AC완속,이용가능,1,PI610269,35.027827796,126.70989965
243,2022,전라남도,나주시,전라남도 나주시 그린로 296,나주시 나주소방서빛가람119안전센터,공공시설,지자체시설,완속,AC완속,타기관,차지비,,AC완속,이용가능,1,PI610270,35.013094185,126.79605141
244,2022,전라남도,나주시,전라남도 나주시 이창택지길 6-13,나주시 나주소방서이창119안전센터,공공시설,지자체시설,완속,AC완속,타기관,차지비,,AC완속,이용가능,1,PI610271,34.994975400,126.70642492
245,2022,전라남도,나주시,전라남도 나주시 남평읍 지석로 106,나주시 나주소방서남평119안전센터,공공시설,지자체시설,완속,AC완속,타기관,차지비,,AC완속,이용가능,1,PI610272,35.041402187,126.84602201
246,2023,전라남도,나주시,전라남도 나주시 남평읍 봉산길 40-2,나주시 실버스토리요양원,근린생활시설,병원,완속,AC완속,타기관,차지비,,AC완속,이용가능,1,PI610417,35.020580858,126.84965333
247,2023,전라남도,나주시,전라남도 나주시 삼영1길 23,나주시 영산포자동차정비,차량정비시설,정비소,완속,AC완속,타기관,차지비,,AC완속,이용가능,1,PI610431,35.003132087,126.70546310
248,2023,전라남도,나주시,전라남도 나주시 삼영1길 23,나주시 영산포자동차정비,차량정비시설,정비소,완속,AC완속,타기관,차지비,,AC완속,이용가능,2,PI610431,35.003132087,126.70546310
249,2023,전라남도,나주시,전라남도 나주시 건재로 349-6,나주시 서흥이엔지,공동주택시설,사업장(사옥),완속,AC완속,타기관,차지비,,AC완속,이용가능,1,PI610450,35.054003245,126.73828296
250,2023,전라남도,나주시,전라남도 나주시 영나로 2418,나주시 농어촌공사나주지사,공공시설,지자체시설,완속,AC완속,타기관(보조금),차지비,,AC완속,이용가능,1,PI610462,34.992691023,126.72283411
251,2023,전라남도,나주시,전라남도 나주시 영나로 2418,나주시 농어촌공사나주지사,공공시설,지자체시설,완속,AC완속,타기관(보조금),차지비,,AC완속,이용가능,2,PI610462,34.992691023,126.72283411
252,2023,전라남도,나주시,전라남도 나주시 상야3길 8,나주시 중흥S클래스메가티움2차오피스텔,공동주택시설,아파트,완속,AC완속,타기관,차지비,,AC완속,이용가능,1,PI610473,35.022925658,126.79036424
253,2023,전라남도,나주시,전라남도 나주시 상야3길 8,나주시 중흥S클래스메가티움2차오피스텔,공동주택시설,아파트,완속,AC완속,타기관,차지비,,AC완속,이용가능,2,PI610473,35.022925658,126.79036424
254,2023,전라남도,나주시,전라남도 나주시 상야3길 8,나주시 중흥S클래스메가티움2차오피스텔,공동주택시설,아파트,완속,AC완속,타기관,차지비,,AC완속,이용가능,3,PI610473,35.022925658,126.79036424
255,2023,전라남도,나주시,전라남도 나주시 상야3길 8,나주시 중흥S클래스메가티움2차오피스텔,공동주택시설,아파트,완속,AC완속,타기관,차지비,,AC완속,이용가능,4,PI610473,35.022925658,126.79036424
256,2023,전라남도,나주시,전라남도 나주시 상야3길 8,나주시 중흥S클래스메가티움2차오피스텔,공동주택시설,아파트,완속,AC완속,타기관,차지비,,AC완속,이용가능,5,PI610473,35.022925658,126.79036424
257,2023,전라남도,나주시,전라남도 나주시 상야3길 8,나주시 중흥S클래스메가티움2차오피스텔,공동주택시설,아파트,완속,AC완속,타기관,차지비,,AC완속,이용가능,6,PI610473,35.022925658,126.79036424
258,2023,전라남도,나주시,전라남도 나주시 상야3길 8,나주시 중흥S클래스메가티움2차오피스텔,공동주택시설,아파트,완속,AC완속,타기관,차지비,,AC완속,이용가능,7,PI610473,35.022925658,126.79036424
259,2023,전라남도,나주시,전라남도 나주시 상야3길 8,나주시 중흥S클래스메가티움2차오피스텔,공동주택시설,아파트,완속,AC완속,타기관,차지비,,AC완속,이용가능,8,PI610473,35.022925658,126.79036424
260,2023,전라남도,나주시,전라남도 나주시 상야3길 8,나주시 중흥S클래스메가티움2차오피스텔,공동주택시설,아파트,완속,AC완속,타기관,차지비,,AC완속,이용가능,9,PI610473,35.022925658,126.79036424
261,2023,전라남도,나주시,전라남도 나주시 상야3길 8,나주시 중흥S클래스메가티움2차오피스텔,공동주택시설,아파트,완속,AC완속,타기관,차지비,,AC완속,이용가능,10,PI610473,35.022925658,126.79036424
262,2023,전라남도,나주시,전라남도 나주시 상야3길 8,나주시 중흥S클래스메가티움2차오피스텔,공동주택시설,아파트,완속,AC완속,타기관,차지비,,AC완속,이용가능,11,PI610473,35.022925658,126.79036424
263,2023,전라남도,나주시,전라남도 나주시 상야3길 8,나주시 중흥S클래스메가티움2차오피스텔,공동주택시설,아파트,완속,AC완속,타기관,차지비,,AC완속,이용가능,12,PI610473,35.022925658,126.79036424
264,2023,전라남도,나주시,전라남도 나주시 상야3길 8,나주시 중흥S클래스메가티움2차오피스텔,공동주택시설,아파트,완속,AC완속,타기관,차지비,,AC완속,이용가능,13,PI610473,35.022925658,126.79036424
265,2023,전라남도,나주시,전라남도 나주시 상야3길 8,나주시 중흥S클래스메가티움2차오피스텔,공동주택시설,아파트,완속,AC완속,타기관,차지비,,AC완속,이용가능,14,PI610473,35.022925658,126.79036424
266,2019,전라남도,나주시,전라남도 나주시 예향로 4190,오토큐 송월점,차량정비시설,서비스센터,완속,AC완속,타기관(보조금),SK일렉링크,,AC완속,이용자제한,1,ST461702,35.027021,126.711692
267,2019,전라남도,나주시,전라남도 나주시 세지면 예향로 3148,1급대양자동차정비공업사,차량정비시설,정비소,완속,AC완속,타기관(보조금),SK일렉링크,,AC완속,이용자제한,1,ST461703,34.939159,126.71269
268,2019,전라남도,나주시,전라남도 나주시 남평읍 남평2로 42-7,남평읍사무소,공공시설,공공기관,급속,DC차데모+AC3상+DC콤보,타기관,SK일렉링크,,DC차데모+AC3상+DC콤보,이용가능,1,ST461705,35.046196,126.842862
269,2019,전라남도,나주시,전라남도 나주시 세지면 동창로 130-12,세지면사무소,공공시설,공공기관,급속,DC차데모+AC3상+DC콤보,타기관,SK일렉링크,,DC차데모+AC3상+DC콤보,이용가능,1,ST461706,34.919823,126.749147
270,2019,전라남도,나주시,전라남도 나주시 왕곡면 터진목길 10,왕곡면사무소,공공시설,공공기관,급속,DC차데모+AC3상+DC콤보,타기관,SK일렉링크,,DC차데모+AC3상+DC콤보,이용가능,1,ST461707,34.967992,126.669634
271,2019,전라남도,나주시,전라남도 나주시 공산면 공산로 128-4,공산면사무소,공공시설,공공기관,급속,DC차데모+AC3상+DC콤보,타기관,SK일렉링크,,DC차데모+AC3상+DC콤보,이용가능,1,ST461708,34.9430253,126.6082072
272,2019,전라남도,나주시,전라남도 나주시 동강면 인동길 28,동강면사무소,공공시설,공공기관,급속,DC차데모+AC3상+DC콤보,타기관,SK일렉링크,,DC차데모+AC3상+DC콤보,이용가능,1,ST461709,34.939158,126.563827
273,2019,전라남도,나주시,전라남도 나주시 문평면 체암로 302,문평면사무소,공공시설,공공기관,급속,DC차데모+AC3상+DC콤보,타기관,SK일렉링크,,DC차데모+AC3상+DC콤보,이용가능,1,ST461710,35.054844,126.603852
274,2019,전라남도,나주시,전라남도 나주시 노안면 금산로 14,노안면사무소,공공시설,공공기관,급속,DC차데모+AC3상+DC콤보,타기관,SK일렉링크,,DC차데모+AC3상+DC콤보,이용가능,1,ST461711,35.075584,126.732414
275,2019,전라남도,나주시,전라남도 나주시 금천면 금영로 934,금천면사무소,공공시설,공공기관,급속,DC차데모+AC3상+DC콤보,타기관,SK일렉링크,,DC차데모+AC3상+DC콤보,이용가능,1,ST461712,35.030596,126.753251
276,2019,전라남도,나주시,전라남도 나주시 산포면 산포로 468-15,산포면사무소,공공시설,공공기관,급속,DC차데모+AC3상+DC콤보,타기관,SK일렉링크,,DC차데모+AC3상+DC콤보,이용가능,1,ST461713,35.039669,126.805461
277,2019,전라남도,나주시,전라남도 나주시 삼영1길 8,영강동 행정복지센터,공공시설,공공기관,급속,DC차데모+AC3상+DC콤보,타기관,SK일렉링크,,DC차데모+AC3상+DC콤보,이용가능,1,ST461714,35.003862,126.707094
278,2019,전라남도,나주시,전라남도 나주시 봉황면 봉황로 753,봉황면사무소,공공시설,공공기관,급속,DC차데모+AC3상+DC콤보,타기관,SK일렉링크,,DC차데모+AC3상+DC콤보,이용가능,1,ST461715,34.958147,126.784461
279,2019,전라남도,나주시,전라남도 나주시 금성관길 15,나주목문화관,공공시설,지자체시설,급속,DC차데모+AC3상+DC콤보,타기관,SK일렉링크,,DC차데모+AC3상+DC콤보,이용가능,1,ST461716,35.032124,126.715692
280,2019,전라남도,나주시,전라남도 나주시 예향로 3872,영산동행정복지센터,공공시설,공공기관,급속,DC차데모+AC3상+DC콤보,타기관,SK일렉링크,,DC차데모+AC3상+DC콤보,이용가능,1,ST461717,34.999637,126.714298
281,2020,전라남도,나주시,전라남도 나주시 쌍산2길 50,시골통돼지볶음삼겹살 빛가람2호점,상업시설,음식점,완속,AC완속,타기관(보조금),SK일렉링크,,AC완속,이용자제한,1,ST461718,35.030083,126.796347
282,2021,전라남도,나주시,전라남도 나주시 금천면 영산로 5851,현대블루핸즈 나주현대서비스,차량정비시설,서비스센터,급속,DC콤보,타기관,SK일렉링크,,DC콤보,이용가능,1,ST461719,35.0349276,126.7681194
283,2022,전라남도,나주시,전라남도 나주시 빛가람로 838,나주 BEAT904,기타시설,기타,완속,AC완속,타기관,SK일렉링크,,AC완속,이용가능,1,ST461720,35.0215322,126.8036001
284,2022,전라남도,나주시,전라남도 나주시 빛가람로 838,나주 BEAT904,기타시설,기타,완속,AC완속,타기관,SK일렉링크,,AC완속,이용가능,2,ST461720,35.0215322,126.8036001
285,2022,전라남도,나주시,전라남도 나주시 빛가람로 838,나주 BEAT904,기타시설,기타,완속,AC완속,타기관,SK일렉링크,,AC완속,이용가능,3,ST461720,35.0215322,126.8036001
286,2022,전라남도,나주시,전라남도 나주시 빛가람로 838,나주 BEAT904,기타시설,기타,완속,AC완속,타기관,SK일렉링크,,AC완속,이용가능,4,ST461720,35.0215322,126.8036001
287,2022,전라남도,나주시,전라남도 나주시 빛가람로 838,나주 BEAT904,기타시설,기타,완속,AC완속,타기관,SK일렉링크,,AC완속,이용가능,5,ST461720,35.0215322,126.8036001
288,2022,전라남도,나주시,전라남도 나주시 빛가람로 838,나주 BEAT904,기타시설,기타,완속,AC완속,타기관,SK일렉링크,,AC완속,이용가능,6,ST461720,35.0215322,126.8036001
289,2022,전라남도,나주시,전라남도 나주시 빛가람로 838,나주 BEAT904,기타시설,기타,완속,AC완속,타기관,SK일렉링크,,AC완속,이용가능,7,ST461720,35.0215322,126.8036001
290,2022,전라남도,나주시,전라남도 나주시 빛가람로 838,나주 BEAT904,기타시설,기타,완속,AC완속,타기관,SK일렉링크,,AC완속,이용가능,8,ST461720,35.0215322,126.8036001
291,2022,전라남도,나주시,전라남도 나주시 빛가람로 838,나주 BEAT904,기타시설,기타,완속,AC완속,타기관,SK일렉링크,,AC완속,이용가능,9,ST461720,35.0215322,126.8036001
292,2023,전라남도,나주시,전라남도 나주시 상야2길 7,중흥s클래스메가티움1차,공동주택시설,아파트,완속,AC완속,타기관,SK일렉링크,,AC완속,이용자제한,1,ST461721,35.022946014,126.78885512
293,2023,전라남도,나주시,전라남도 나주시 상야2길 7,중흥s클래스메가티움1차,공동주택시설,아파트,완속,AC완속,타기관(보조금),SK일렉링크,,AC완속,이용자제한,2,ST461721,35.022946014,126.78885512
294,2023,전라남도,나주시,전라남도 나주시 상야2길 7,중흥s클래스메가티움1차,공동주택시설,아파트,완속,AC완속,타기관(보조금),SK일렉링크,,AC완속,이용자제한,3,ST461721,35.022946014,126.78885512
295,2023,전라남도,나주시,전라남도 나주시 상야2길 7,중흥s클래스메가티움1차,공동주택시설,아파트,완속,AC완속,타기관(보조금),SK일렉링크,,AC완속,이용자제한,4,ST461721,35.022946014,126.78885512
296,2023,전라남도,나주시,전라남도 나주시 상야2길 7,중흥s클래스메가티움1차,공동주택시설,아파트,완속,AC완속,타기관(보조금),SK일렉링크,,AC완속,이용자제한,5,ST461721,35.022946014,126.78885512
297,2023,전라남도,나주시,전라남도 나주시 상야2길 7,중흥s클래스메가티움1차,공동주택시설,아파트,완속,AC완속,타기관(보조금),SK일렉링크,,AC완속,이용자제한,6,ST461721,35.022946014,126.78885512
298,2023,전라남도,나주시,전라남도 나주시 상야2길 7,중흥s클래스메가티움1차,공동주택시설,아파트,완속,AC완속,타기관(보조금),SK일렉링크,,AC완속,이용자제한,7,ST461721,35.022946014,126.78885512
299,2023,전라남도,나주시,전라남도 나주시 상야2길 7,중흥s클래스메가티움1차,공동주택시설,아파트,완속,AC완속,타기관(보조금),SK일렉링크,,AC완속,이용자제한,8,ST461721,35.022946014,126.78885512
300,2023,전라남도,나주시,전라남도 나주시 상야2길 7,중흥s클래스메가티움1차,공동주택시설,아파트,완속,AC완속,타기관(보조금),SK일렉링크,,AC완속,이용자제한,9,ST461721,35.022946014,126.78885512
301,2023,전라남도,나주시,전라남도 나주시 상야2길 7,중흥s클래스메가티움1차,공동주택시설,아파트,완속,AC완속,타기관(보조금),SK일렉링크,,AC완속,이용자제한,10,ST461721,35.022946014,126.78885512
302,2023,전라남도,나주시,전라남도 나주시 상야2길 7,중흥s클래스메가티움1차,공동주택시설,아파트,완속,AC완속,타기관(보조금),SK일렉링크,,AC완속,이용자제한,11,ST461721,35.022946014,126.78885512
303,2023,전라남도,나주시,전라남도 나주시 상야2길 7,중흥s클래스메가티움1차,공동주택시설,아파트,완속,AC완속,타기관(보조금),SK일렉링크,,AC완속,이용자제한,12,ST461721,35.022946014,126.78885512
304,2023,전라남도,나주시,전라남도 나주시 상야2길 7,중흥s클래스메가티움1차,공동주택시설,아파트,완속,AC완속,타기관(보조금),SK일렉링크,,AC완속,이용자제한,13,ST461721,35.022946014,126.78885512
305,2017,전라남도,나주시,전라남도 나주시 한빛로,빛가람우미린A,공동주택시설,아파트,완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용자제한,1,GN000290,35.027285,126.778911
306,2017,전라남도,나주시,전라남도 나주시 한빛로,빛가람우미린A,공동주택시설,아파트,완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용자제한,2,GN000290,35.027285,126.778911
307,2018,전라남도,나주시,전라남도 나주시 한빛로,빛가람우미린A,공동주택시설,아파트,완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용자제한,3,GN000290,35.027285,126.778911
308,2018,전라남도,나주시,전라남도 나주시 한빛로,빛가람우미린A,공동주택시설,아파트,완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용자제한,4,GN000290,35.027285,126.778911
309,2022,전라남도,나주시,전라남도 나주시 배멧2길 13,성진씨앤디㈜나주지점(듀플렉스레지던스호텔 ),공동주택시설,사업장(사옥),완속,AC완속,타기관,지에스커넥트,,AC완속,이용자제한,1,GN009400,35.018898377,126.79335214
310,2022,전라남도,나주시,전라남도 나주시 배멧1길 22,성진씨앤디㈜나주지점(듀플렉스레지던스호텔 2주차장),공동주택시설,사업장(사옥),완속,AC완속,타기관,지에스커넥트,,AC완속,이용자제한,1,GN009401,35.018853299,126.79255471
311,2022,전라남도,나주시,전라남도 나주시 배멧1길 22,성진씨앤디㈜나주지점(듀플렉스레지던스호텔 2주차장),공동주택시설,사업장(사옥),완속,AC완속,타기관,지에스커넥트,,AC완속,이용자제한,2,GN009401,35.018853299,126.79255471
312,2022,전라남도,나주시,전라남도 나주시 빛가람로 747,빛가람메디컬빌딩(지산종합관리),공동주택시설,사업장(사옥),완속,AC완속,타기관,지에스커넥트,,AC완속,이용자제한,1,GN013644,35.021590776,126.79371221
313,2021,전라남도,나주시,전라남도 나주시 청동길 32,나주배원예농협협동조합,공동주택시설,사업장(사옥),완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,1,GN014359,35.037994261,126.72469588
314,2021,전라남도,나주시,전라남도 나주시 청동길 32,나주배원예농협협동조합,공동주택시설,사업장(사옥),완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,2,GN014359,35.037994261,126.72469588
315,2021,전라남도,나주시,전라남도 나주시 건재로 43,나주공업고등학교,공동주택시설,사업장(사옥),완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,1,GN014361,35.039804923,126.71275109
316,2021,전라남도,나주시,전라남도 나주시 건재로 43,나주공업고등학교,공동주택시설,사업장(사옥),완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,2,GN014361,35.039804923,126.71275109
317,2021,전라남도,나주시,전라남도 나주시 금천면 신가로 7,우영타워,공동주택시설,아파트,완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,1,GN014363,35.036159780,126.75358256
318,2021,전라남도,나주시,전라남도 나주시 금천면 영산로 5785,남양유업㈜ 나주공장,공동주택시설,사업장(사옥),완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,1,GN014364,35.036897631,126.76014250
319,2021,전라남도,나주시,전라남도 나주시 금천면 영산로 5785,남양유업㈜ 나주공장,공동주택시설,사업장(사옥),완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,2,GN014364,35.036897631,126.76014250
320,2021,전라남도,나주시,전라남도 나주시 금천면 영산로 5785,남양유업㈜ 나주공장,공동주택시설,사업장(사옥),완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,3,GN014364,35.036897631,126.76014250
321,2021,전라남도,나주시,전라남도 나주시 금천면 영산로 5785,남양유업㈜ 나주공장,공동주택시설,사업장(사옥),완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,4,GN014364,35.036897631,126.76014250
322,2021,전라남도,나주시,전라남도 나주시 나주로 91,(유)성민기업,공동주택시설,사업장(사옥),완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,1,GN014368,35.027116343,126.71688518
323,2021,전라남도,나주시,전라남도 나주시 노안면 금산로 18,여주농산영농조합법인,공동주택시설,사업장(사옥),완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,1,GN014369,35.076297986,126.73183321
324,2021,전라남도,나주시,전라남도 나주시 대호길 45-17,나주대호2차호반리젠시빌입주자대표회의,공동주택시설,아파트,완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,1,GN014370,35.040361319,126.71649723
325,2021,전라남도,나주시,전라남도 나주시 대호길 45-17,나주대호2차호반리젠시빌입주자대표회의,공동주택시설,아파트,완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,2,GN014370,35.040361319,126.71649723
326,2021,전라남도,나주시,전라남도 나주시 대호길 45-17,나주대호2차호반리젠시빌입주자대표회의,공동주택시설,아파트,완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,3,GN014370,35.040361319,126.71649723
327,2021,전라남도,나주시,전라남도 나주시 동강면 연화길 17-3,김미란,기타시설,기타,완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,1,GN014373,34.907816593,126.56503184
328,2021,전라남도,나주시,전라남도 나주시 배멧3길 19-13,코어프라자,공동주택시설,사업장(사옥),완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,1,GN014374,35.020200971,126.78612700
329,2021,전라남도,나주시,전라남도 나주시 배멧3길 19-13,코어프라자,공동주택시설,사업장(사옥),완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,2,GN014374,35.020200971,126.78612700
330,2022,전라남도,나주시,전라남도 나주시 상야1길 7,예가람타워관리단,기타시설,기타,완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,1,GN014376,35.022640463,126.78587302
331,2022,전라남도,나주시,전라남도 나주시 상야1길 7,예가람타워관리단,기타시설,기타,완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,2,GN014376,35.022640463,126.78587302
332,2022,전라남도,나주시,전라남도 나주시 상야1길 7,예가람타워관리단,기타시설,기타,완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,3,GN014376,35.022640463,126.78587302
333,2021,전라남도,나주시,전라남도 나주시 송월14길 5,달빛마을 세움트리,공동주택시설,아파트,완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,1,GN014379,35.019127655,126.71566354
334,2021,전라남도,나주시,전라남도 나주시 송월14길 5,달빛마을 세움트리,공동주택시설,아파트,완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,2,GN014379,35.019127655,126.71566354
335,2021,전라남도,나주시,전라남도 나주시 송월14길 5,달빛마을 세움트리,공동주택시설,아파트,완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,3,GN014379,35.019127655,126.71566354
336,2021,전라남도,나주시,전라남도 나주시 송월14길 5,달빛마을 세움트리,공동주택시설,아파트,완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,4,GN014379,35.019127655,126.71566354
337,2021,전라남도,나주시,전라남도 나주시 송월14길 5,달빛마을 세움트리,공동주택시설,아파트,완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,5,GN014379,35.019127655,126.71566354
338,2021,전라남도,나주시,전라남도 나주시 청암길 17,에이스전력 (나주),공동주택시설,사업장(사옥),완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,1,GN014384,35.043612354,126.73076569
339,2021,전라남도,나주시,전라남도 나주시 왕곡면 혁신산단4길 15,대원축산(나주),공동주택시설,사업장(사옥),완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,1,GN014385,34.971600649,126.69367765
340,2020,전라남도,나주시,전라남도 나주시 배멧1길 26,(주)가람프라자,공동주택시설,사업장(사옥),완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용자제한,1,GN015798,35.019124193,126.79215059
341,2020,전라남도,나주시,전라남도 나주시 배멧1길 26,(주)가람프라자,공동주택시설,사업장(사옥),완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용자제한,2,GN015798,35.019124193,126.79215059
342,2020,전라남도,나주시,전라남도 나주시 빛가람로 679,유한회사 삼보,공동주택시설,사업장(사옥),완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용자제한,1,GN015800,35.021521810,126.78615501
343,2020,전라남도,나주시,전라남도 나주시 상야1길 21,비에스코퍼레이션,공동주택시설,사업장(사옥),완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용자제한,1,GN015801,35.022588192,126.78787987
344,2020,전라남도,나주시,전라남도 나주시 상야1길 21,비에스코퍼레이션,공동주택시설,사업장(사옥),완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용자제한,2,GN015801,35.022588192,126.78787987
345,2020,전라남도,나주시,전라남도 나주시 상야1길 21,비에스코퍼레이션,공동주택시설,사업장(사옥),완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용자제한,3,GN015801,35.022588192,126.78787987
346,2020,전라남도,나주시,전라남도 나주시 전력로 6,(주)영신종합건설,공동주택시설,사업장(사옥),완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용자제한,1,GN015804,35.021998897,126.78538249
347,2020,전라남도,나주시,전라남도 나주시 전력로 6,(주)영신종합건설,공동주택시설,사업장(사옥),완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용자제한,2,GN015804,35.021998897,126.78538249
348,2020,전라남도,나주시,전라남도 나주시 정보화길 49,빛가람종합병원,근린생활시설,병원,완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용자제한,1,GN015806,35.024204844,126.79874743
349,2020,전라남도,나주시,전라남도 나주시 정보화길 49,빛가람종합병원,근린생활시설,병원,완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용자제한,2,GN015806,35.024204844,126.79874743
350,2020,전라남도,나주시,전라남도 나주시 정보화길 49,빛가람종합병원,근린생활시설,병원,완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용자제한,3,GN015806,35.024204844,126.79874743
351,2020,전라남도,나주시,전라남도 나주시 정보화길 49,빛가람종합병원,근린생활시설,병원,완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용자제한,4,GN015806,35.024204844,126.79874743
352,2020,전라남도,나주시,전라남도 나주시 정보화길 49,빛가람종합병원,근린생활시설,병원,완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용자제한,5,GN015806,35.024204844,126.79874743
353,2023,전라남도,나주시,전라남도 나주시 나주로 101,나주농협,공동주택시설,사업장(사옥),완속,AC완속,타기관,지에스커넥트,,AC완속,이용자제한,1,GN016101,35.027964671,126.71709693
354,2023,전라남도,나주시,전라남도 나주시 나주로 101,나주농협,공동주택시설,사업장(사옥),완속,AC완속,타기관,지에스커넥트,,AC완속,이용자제한,2,GN016101,35.027964671,126.71709693
355,2023,전라남도,나주시,전라남도 나주시 상야4길 22,대양스퀘어가든,기타시설,기타,완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,1,GN017710,35.0227578,126.7917344
356,2023,전라남도,나주시,전라남도 나주시 상야4길 22,대양스퀘어가든,기타시설,기타,완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,2,GN017710,35.0227578,126.7917344
357,2023,전라남도,나주시,전라남도 나주시 상야4길 22,대양스퀘어가든,기타시설,기타,완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,3,GN017710,35.0227578,126.7917344
358,2023,전라남도,나주시,전라남도 나주시 상야4길 22,대양스퀘어가든,기타시설,기타,완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,4,GN017710,35.0227578,126.7917344
359,2023,전라남도,나주시,전라남도 나주시 상야4길 22,대양스퀘어가든,기타시설,기타,완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,5,GN017710,35.0227578,126.7917344
360,2018,전라남도,나주시,전라남도 나주시 내동길 3,쇼모텔,상업시설,숙박시설,완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용자제한,1,GN020015,35.01449,126.71334
361,2018,전라남도,나주시,전라남도 나주시 내동길 3,쇼모텔,상업시설,숙박시설,완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용자제한,2,GN020015,35.01449,126.71334
362,2018,전라남도,나주시,전라남도 나주시 왕건길 42,하이텔모텔,상업시설,숙박시설,완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,1,GN020167,35.01704,126.71195
363,2018,전라남도,나주시,전라남도 나주시 왕건길 42,하이텔모텔,상업시설,숙박시설,완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,2,GN020167,35.01704,126.71195
364,2018,전라남도,나주시,전라남도 나주시 내동길 9-6,송월개발(트럼프무인텔),공동주택시설,사업장(사옥),완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,1,GN020169,35.01363,126.71337
365,2018,전라남도,나주시,전라남도 나주시 내동길 9-6,송월개발(트럼프무인텔),공동주택시설,사업장(사옥),완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,2,GN020169,35.01363,126.71337
366,2018,전라남도,나주시,전라남도 나주시 영산포로 293,벌꿀호텔,상업시설,숙박시설,완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,1,GN020303,35.00603,126.7099
367,2018,전라남도,나주시,전라남도 나주시 영산포로 293,벌꿀호텔,상업시설,숙박시설,완속,AC완속,타기관(보조금),지에스커넥트,,AC완속,이용가능,2,GN020303,35.00603,126.7099
